first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Christopher,,Hale,lauren40@example.com,,,319-938-0774,845-566-9465,,319-938-0774,2023-10-23,2024-12-06,Member in Good Standing,M,annual,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Asian,"Yes, graduate student",WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,Yes,557723,San Francisco,,ME_01,05861 Watson Summit,Suite 661,Mariaton,KS,94134,US,,
Valerie,,Gonzales,smithjason@example.net,True,TRUE,6204974685,,,6204974685,2018-10-16,2024-09-28,Member in Good Standing,M,one-time,canceled_by_admin,canceled_by_failure,,,,,Other,"Yes, high school student",FRANCISCO MATIAS LUGO,Yes,238823,San Francisco,,ME_02,4193 Jason Divide,Apt. 756,Lake Tonya,UT,94108,US,,
Christopher,Debra.,Hernandez,bonniefisher@example.com,True,,,936-873-9553,,936-873-9553,2021-01-10,2022-10-15,Lapsed,L,yearly,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,White / of European Descent,"Yes, graduate student",Timberline Middle School,Membership card only,531069,San Francisco,,ME_02,1414 David Manors,Apt. 011,East Wayneburgh,MA,94152,US,,
Sonya,,Woodward,daniel39@example.com,,,4479884231,,,4479884231,2022-04-07,2024-03-02,Member in Good Standing,M,yearly,past_due,never,Currently organizing my workplace,,,,Jewish,"Yes, college student",Egg Harbor City Community School,Membership card only,423954,San Francisco,,ME_02,7340 William Neck,Suite 220,Robinsonview,OH,94143,US,,
Nathaniel,,Espinoza,gbeard@example.org,,,819-385-8118,529-772-3031,,819-385-8118,2021-03-07,2023-04-27,Member,M,one-time,past_due,canceled_by_processor,"Yes, current union member",UFCW,3278,,Other,"Yes, high school student",Eastern Sky Community Charter School,Yes,490073,San Francisco,,ME_01,212 Williams Walk,Suite 762,New Spencer,WA,94118,US,,
Riley,Edward,Stone,hfreeman@example.net,,,4117568864,429-262-9386,,4117568864,2016-09-05,2018-05-15,Lapsed,L,yearly,canceled_by_admin,canceled_by_user,"No, but former union member",,,,Jewish,"Yes, high school student",New Buffalo Middle School,Membership card only,196977,San Francisco,,ME_02,56248 King Burgs,Apt. 495,East Debraport,MS,94153,US,,
Ann,,Larson,crystallutz@example.com,,,762-874-0406,(307)773-8221,,762-874-0406,2019-12-22,2024-05-08,Member in Good Standing,M,one-time,lapsed,canceled_by_admin,Currently organizing my workplace,,,,Prefer Not to Say,,,No,216858,San Francisco,,ME_01,5001 Lee Harbors,Suite 960,Tylerstad,LA,94162,US,,
Jonathan,,Wells,twagner@example.net,,TRUE,(703)621-4417,,,(703)621-4417,2020-07-16,2022-05-28,Lapsed,L,yearly,canceled_by_failure,never,"Yes, current union member",LIUNA,2088,,Prefer Not to Say,"Yes, college student",Walled Lake Western High School,No,178831,San Francisco,,ME_02,15535 Sutton Crescent,Apt. 717,South Rickview,AK,94125,US,,
Sarah,Caleb,Green,martin27@example.org,,,491-292-4097,8382909777,,491-292-4097,2023-01-18,2025-01-09,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",MC COOK ALTERNATIVE EDUCATION,Membership card only,245758,San Francisco,,ME_02,33966 William Rue,Suite 730,West David,HI,94132,US,,
James,,Zavala,rdickson@example.net,,,407-886-3061,,,407-886-3061,2022-02-12,2024-06-17,Member in Good Standing,M,one-time,active,canceled_by_user,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, high school student",MIDDLE PARK HIGH SCHOOL,Yes,684284,San Francisco,,ME_01,46893 Booth Lane,Apt. 044,West Randallville,PR,94129,US,,
Jose,,Mcintyre,karen04@example.com,,,,,,,2017-09-24,2020-03-10,Lapsed,L,yearly,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,White / of European Descent,"Yes, high school student",Bluff View Junior High,Yes,728707,San Francisco,,ME_01,1269 Mcdowell Harbor,Apt. 901,Lake Stevenchester,AR,94155,US,,
Michele,,Bowers,webbelizabeth@example.org,,,5132910517,9523917106,,5132910517,2023-12-25,2099-11-01,Member in Good Standing,M,income-based,canceled_by_processor,never,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",Gilbert Elementary School,No,721363,San Francisco,,ME_01,18891 Castillo Walks,Apt. 067,Holmesmouth,AZ,94105,US,,
John,,Rich,bradley37@example.org,,,(668)994-1771,(920)578-4879,,(668)994-1771,2021-11-08,2023-01-03,Member,M,one-time,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,Jewish,"Yes, graduate student",WATKINS ELEMENTARY SCHOOL,No,745289,San Francisco,,ME_02,0085 Williams Mountain,Suite 608,South Matthewport,MN,94137,US,,
Kevin,,Hall,longkatelyn@example.net,,,5249168333,7423854944,,5249168333,2019-01-30,2021-02-21,Lapsed,L,yearly,canceled_by_failure,canceled_by_user,"No, but former union member",,,,Prefer Not to Say,"Yes, high school student",John D Mc Govern Elementary,Yes,106008,San Francisco,,ME_02,46318 Kyle Falls,Apt. 837,Nguyenmouth,OH,94188,US,,
Carla,,Wright,patricia59@example.org,,TRUE,4207698459,,,4207698459,2021-12-04,2024-04-18,Member in Good Standing,M,yearly,canceled_by_failure,canceled_by_user,"Yes, current union member",,75,,Other,"Yes, graduate student",STINSON EL,Yes,464371,San Francisco,,ME_02,17917 Martha Crest,Apt. 976,East Kylemouth,WV,94122,US,,
Patricia,,Butler,jacquelinesosa@example.net,,TRUE,,2175478846,,2175478846,2016-07-16,2018-06-15,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, high school student",Willagillespie Elementary School,Yes,906474,San Francisco,,ME_02,3201 Jessica Hollow,Apt. 426,Ruizborough,UT,94115,US,,
Ricky,,Lyons,johnbishop@example.net,,,9536938731,778-327-5413,,9536938731,2022-07-12,2024-08-01,Member in Good Standing,M,income-based,lapsed,never,"Yes, retired union member",LIUNA,1228,,Prefer Not to Say,"Yes, graduate student",Arovista Elementary,No,566014,San Francisco,,ME_01,9209 Torres Bypass,Apt. 682,West Patrickborough,SC,94114,US,,
Richard,,Jackson,pjohnson@example.net,,,856-985-2147,588-521-1194,,856-985-2147,2019-03-10,2020-08-08,Lapsed,L,monthly,past_due,canceled_by_failure,"No, but former union member",,,,Hispanic / Latinx,"Yes, graduate student",Huron High School,Membership card only,756647,San Francisco,,ME_01,70237 Smith Neck,Apt. 600,East Debrahaven,VI,94127,US,,
Jasmine,,Lewis,megan76@example.net,,,5124514100,,,5124514100,2019-01-22,2020-05-22,Lapsed,L,yearly,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, high school student",Jacqueline M. Walsh School,Yes,85622,San Francisco,,ME_02,33779 Hughes Overpass,Apt. 255,South Jerrymouth,KS,94138,US,,
Karen,,Jones,shannoncurry@example.net,True,,729-382-8895,,,729-382-8895,2020-12-25,2024-01-05,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_processor,"No, not a union member",,,,Asian,,,No,986671,San Francisco,,ME_01,018 Carol Valley,Suite 161,West Jonathanport,IL,94103,US,,
Tanya,,Carter,rhopkins@example.com,,,(323)703-5238,(598)711-0607,,(323)703-5238,2019-04-11,2024-08-30,Member in Good Standing,M,income-based,canceled_by_failure,canceled_by_processor,"Yes, current union member",Teamsters,1419,,Pacific Islander,,,Yes,483724,San Francisco,,ME_01,027 Bailey Brooks,Suite 087,North Rachelport,CA,94102,US,,
Lance,,Griffin,sharon56@example.com,True,,6687291989,(879)962-8228,,6687291989,2016-09-18,2020-09-12,Lapsed,L,yearly,past_due,canceled_by_failure,"No, not a union member",,,,Other,,,Membership card only,535980,San Francisco,,ME_01,09276 Dodson Mission,Suite 800,Deannaview,OK,94116,US,,
Renee,Casey,Davidson,toddreed@example.com,,,954-862-6952,,,954-862-6952,2018-08-21,2023-04-18,Member,M,income-based,canceled_by_admin,,"Yes, current union member",UAW,4063,,Asian,"Yes, college student",Red Oak Early Childhood Center,Membership card only,756366,San Francisco,,ME_02,44415 Keith Islands,Suite 590,Hoffmanville,OR,94102,US,,
Robert,,Hernandez,mary66@example.com,,,(655)632-3764,223-861-3969,,(655)632-3764,2022-10-10,2024-10-23,Member in Good Standing,M,income-based,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Pacific Islander,"Yes, high school student",MARSHALL HIGH,Yes,50438,San Francisco,,ME_01,7278 Robert Branch,Apt. 880,Cherylland,FL,94123,US,,
Hannah,,Morrison,mark22@example.org,,,291-588-7304,,,291-588-7304,2022-09-30,2024-01-14,Member in Good Standing,M,one-time,canceled_by_failure,active,"No, but former union member",,,,Jewish,"Yes, college student",DE LEON MIDDLE,Yes,92268,San Francisco,,ME_02,298 James Rapid,Apt. 322,Martinburgh,OH,94121,US,,
Jacob,,Cox,sullivanbryan@example.org,True,,8063465476,,,8063465476,2016-11-01,2021-01-28,Lapsed,L,monthly,past_due,canceled_by_user,"No, not a union member",,,,Prefer Not to Say,,,Yes,528934,San Francisco,,ME_01,90209 Kathleen Mount,Apt. 004,Richardville,SD,94134,US,,
Robert,,Powell,nicholas26@example.com,,,(708)402-6522,,,(708)402-6522,2016-02-11,2017-04-15,Lapsed,L,income-based,lapsed,canceled_by_admin,"Yes, retired union member",Teamsters,79,,Native American / Indigenous,No,,No,789337,San Francisco,,ME_02,411 Helen Well,Apt. 315,North Brookeside,ME,94172,US,,
Pamela,David.,Johnson,michael56@example.com,,,7927193231,,,7927193231,2017-09-03,2022-05-31,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Asian,"Yes, high school student",Elmer A Knopf Learning Center,No,718208,San Francisco,,ME_01,195 Darrell Hill,Suite 890,Wongton,OH,94122,US,,
Ashley,,Duncan,rebeccareyes@example.net,,,2245907099,969-440-8846,,2245907099,2020-08-18,2021-11-20,Lapsed,L,monthly,canceled_by_processor,never,"No, not a union member",,,,White / of European Descent,,,Yes,614241,San Francisco,,ME_01,57716 Angela Green,Suite 000,Lake Jose,CA,94132,US,,
Larry,,Jenkins,nmendoza@example.org,,TRUE,2514146226,,,2514146226,2018-10-12,2024-10-01,Member in Good Standing,M,one-time,active,canceled_by_admin,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",Lopez Middle High School,No,608611,San Francisco,,ME_01,992 Michael Oval,Apt. 054,New Joy,MN,94103,US,,
Amanda,,Johnson,josephmorrison@example.com,,,727-623-9574,,,727-623-9574,2020-10-11,2022-02-04,Lapsed,L,income-based,lapsed,canceled_by_failure,"No, not a union member",,,,Black / of African Descent,"Yes, high school student",Victory Elementary,Membership card only,643615,San Francisco,,ME_01,7629 Gardner Drives,Apt. 781,Oneillburgh,WY,94116,US,,
Carlos,,Mckay,dianewright@example.org,,TRUE,,,,,2016-12-06,2018-02-07,Lapsed,L,one-time,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,Jewish,No,,Membership card only,755899,San Francisco,,ME_02,698 Kimberly Lake,Suite 101,West Maria,OK,94199,US,,
Laura,,Hayes,doriscollins@example.com,,,(315)740-8081,2224609716,,(315)740-8081,2020-02-21,2023-03-20,Member,M,annual,canceled_by_failure,canceled_by_user,"Yes, current union member",USW,1318,,Pacific Islander,,,No,572297,San Francisco,,ME_02,829 Williams Junctions,Apt. 403,Gutierrezstad,NC,94156,US,,
Jessica,,Walker,tiffanywebb@example.com,True,,(902)769-7596,400-368-4947,,(902)769-7596,2018-06-05,2024-05-30,Member in Good Standing,M,annual,canceled_by_admin,canceled_by_user,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",HOLDEN HIGH,Membership card only,479551,San Francisco,,ME_01,726 Charles Inlet,Suite 875,Lake Patrickberg,NM,94161,US,,
Maria,,Johnson,michaelbrown@example.org,,,,,,,2017-11-28,2019-04-14,Lapsed,L,yearly,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,Asian,No,,No,762824,San Francisco,,ME_02,9795 Parker Hill,Suite 783,East Cody,MI,94107,US,,
Teresa,,Herrera,jonathan30@example.org,,,499-866-5188,6333470233,,499-866-5188,2016-08-24,2018-03-31,Lapsed,L,monthly,lapsed,canceled_by_admin,"Yes, retired union member",AFSCME,4657,,Hispanic / Latinx,"Yes, high school student",HARMONY SCHOOL OF EXPLORATION- HOUSTON,No,651020,San Francisco,,ME_02,08713 Thomas River,Suite 721,Rhodesport,FL,94151,US,,
Adam,,Hill,lwolf@example.com,,,,(686)815-0009,,(686)815-0009,2022-08-30,2024-12-23,Member in Good Standing,M,yearly,canceled_by_processor,active,"No, but former union member",,,,Jewish,No,,Membership card only,142555,San Francisco,,ME_02,089 Stephanie Views,Apt. 549,Port Jonathan,CA,94123,US,,
Eric,,Mitchell,christopher71@example.com,,,,,,,2019-10-07,2021-01-22,Lapsed,L,monthly,canceled_by_admin,canceled_by_failure,"No, but former union member",,,,Native American / Indigenous,No,,Membership card only,227083,San Francisco,,ME_02,252 Melissa Knoll,Suite 078,North Kimberly,PA,94152,US,,
Patricia,Gina.,Evans,jflores@example.net,,TRUE,,,,,2018-11-26,2021-11-03,Lapsed,L,income-based,lapsed,canceled_by_admin,"Yes, current union member",,1247,,Prefer Not to Say,,,No,969439,San Francisco,,ME_01,55408 Wagner Road,Apt. 247,Codyville,FM,94104,US,,
Michael,,Martin,uwebb@example.net,,,,,,,2022-09-12,2024-01-03,Member in Good Standing,M,one-time,canceled_by_processor,never,"Yes, current union member",SEIU,5057,,Pacific Islander,"Yes, college student",Manor Hill Elem School,Yes,680557,San Francisco,,ME_01,92714 Linda Ville,Apt. 237,Rodneyport,AL,94114,US,,
Kiara,,Ruiz,parkermichelle@example.net,,,,,,,2020-09-15,2022-05-25,Lapsed,L,annual,canceled_by_admin,never,"Yes, current union member",AFSCME,5134,,White / of European Descent,"Yes, graduate student",James N. Gamble Montessori Elementary School,Yes,813785,San Francisco,,ME_01,20870 Reese Ferry,Suite 919,Keithchester,TN,94199,US,,
Emily,Courtney.,Banks,ucunningham@example.com,,,592-542-3954,,,592-542-3954,2020-07-30,2021-12-31,Lapsed,L,annual,past_due,never,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",FRANKLIN SCHOOL,No,269747,San Francisco,,ME_02,5146 David Mission,Apt. 421,South Jasonport,ND,94164,US,,
Robert,,Sampson,orrkevin@example.org,,,,,,,2020-08-27,2022-05-11,Lapsed,L,one-time,past_due,never,"Yes, retired union member",NEA,4655,,Asian,"Yes, high school student",DISTRICT 9-R SHARED SCHOOL,Membership card only,688393,San Francisco,,ME_02,698 Mcmillan Square,Suite 884,Larsonland,FM,94118,US,,
Brian,Sarah,Martin,phorton@example.com,,,3274099585,,,3274099585,2023-12-07,2025-03-29,Member in Good Standing,M,monthly,canceled_by_failure,active,"Yes, current union member",IBEW,2554,,Hispanic / Latinx,"Yes, graduate student",Laguna Hills High,No,934469,San Francisco,,ME_02,09053 Mckee Ports,Apt. 800,Wardside,KS,94147,US,,
Angela,,Brown,joneskyle@example.org,,,(824)638-8858,7418130812,,(824)638-8858,2018-09-30,2021-01-15,Lapsed,L,annual,canceled_by_admin,,"No, not a union member",,,,Pacific Islander,,,No,411253,San Francisco,,ME_01,788 Nathan Point,Suite 605,Rivasville,CO,94171,US,,
Laura,,Hill,kimlisa@example.net,,TRUE,858-968-1374,852-738-1771,,858-968-1374,2022-08-10,2024-11-07,Member in Good Standing,M,yearly,canceled_by_admin,canceled_by_failure,"No, but former union member",,,,West Asian / Middle Eastern,,,Yes,774536,San Francisco,,ME_02,286 Herrera Hills,Suite 146,Henryview,PW,94137,US,,
Chris,,Robinson,ashley50@example.org,,,410-618-1572,(477)551-8531,,410-618-1572,2019-08-05,2020-10-26,Lapsed,L,one-time,canceled_by_processor,canceled_by_failure,"No, but former union member",,,,Asian,"Yes, graduate student",ARKANSAS VIRTUAL ACADEMY JR,Yes,108087,San Francisco,,ME_02,4434 Cobb Manor,Apt. 860,New Kathleenbury,MN,94130,US,,
Jenna,David,Walker,wilsongary@example.com,,,722-545-0847,,,722-545-0847,2020-01-26,2022-12-02,Lapsed,L,monthly,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, college student",LOUISVILLE MIDDLE SCHOOL,Membership card only,278146,San Francisco,,ME_01,505 Lori Lodge,Apt. 466,Collinshaven,OK,94131,US,,
Megan,,Buchanan,perezjose@example.net,,,8522715796,,,8522715796,2020-09-14,2022-07-25,Lapsed,L,annual,past_due,canceled_by_admin,"No, not a union member",,,,Pacific Islander,,,Membership card only,65960,San Francisco,,ME_02,291 Spencer Lakes,Apt. 972,East Andrewfurt,VT,94114,US,,
Sarah,,Harding,jordanjohn@example.com,,,9063705399,,,9063705399,2018-09-26,2020-01-03,Lapsed,L,yearly,canceled_by_admin,canceled_by_processor,"No, but former union member",,,,Prefer Not to Say,,,No,395419,San Francisco,,ME_01,141 Walter Passage,Apt. 355,Port Angelastad,TN,94199,US,,
Michael,,Hunter,djohnson@example.org,,,(637)831-0353,899-245-7033,,(637)831-0353,2021-01-21,2023-06-29,Member,M,one-time,past_due,never,"No, but former union member",,,,Asian,"Yes, college student",Lumberton Junior,Membership card only,610915,San Francisco,,ME_02,9603 James Pines,Apt. 417,South Dustin,KY,94151,US,,
Jose,,Mejia,droberson@example.net,,TRUE,,,,,2016-07-22,2018-03-25,Lapsed,L,one-time,past_due,canceled_by_admin,"No, but former union member",,,,Native American / Indigenous,"Yes, graduate student",Christopher Columbus Middle School,No,851971,San Francisco,,ME_01,0671 Aguilar Isle,Suite 475,Lake Alexandra,OK,94120,US,,
Brian,,Fields,franklin21@example.org,,,9887391841,,,9887391841,2017-12-15,2022-04-19,Lapsed,L,one-time,lapsed,canceled_by_user,Currently organizing my workplace,,,,Jewish,No,,Yes,209087,San Francisco,,ME_01,85504 Cole Stream,Apt. 177,Calebside,AS,94016,US,,
Angela,,Johnson,fwelch@example.net,,,,9939476857,,9939476857,2016-07-06,2018-05-16,Lapsed,L,annual,past_due,canceled_by_processor,,,,,West Asian / Middle Eastern,No,,Membership card only,940165,San Francisco,,ME_02,58960 Tucker Causeway,Apt. 247,Port Calebport,NV,94152,US,,
Jennifer,,Thompson,michael63@example.net,True,,(605)236-0052,929-714-4536,,(605)236-0052,2019-12-02,2021-07-13,Lapsed,L,annual,canceled_by_failure,canceled_by_user,"No, but former union member",,,,Other,"Yes, graduate student",Moody School,No,265504,San Francisco,,ME_02,29933 Todd Cove,Suite 002,Lake Michael,WI,94114,US,,
Andrew,,Acosta,williamsjennifer@example.com,,TRUE,,,,,2017-02-08,2021-06-23,Lapsed,L,monthly,lapsed,canceled_by_failure,"Yes, retired union member",Teamsters,991,,White / of European Descent,"Yes, graduate student",Sunset Ridge Intermediate School,Yes,94615,San Francisco,,ME_02,082 White Mount,Suite 303,Port Ethantown,AZ,94104,US,,
Christine,,Oconnell,david15@example.net,,,(709)382-6936,4832437574,,(709)382-6936,2023-02-12,2025-01-13,Member in Good Standing,M,annual,lapsed,canceled_by_user,"No, not a union member",,,,White / of European Descent,,,Membership card only,708102,San Francisco,,ME_02,921 Howard Island,Suite 114,Nealtown,WI,94177,US,,
Amanda,,Kemp,hamiltoncrystal@example.com,,,6887588744,526-833-9980,,6887588744,2020-04-22,2023-07-23,Member,M,monthly,canceled_by_failure,canceled_by_user,"Yes, current union member",IBEW,522,,Asian,,,Membership card only,144422,San Francisco,,ME_02,738 Christopher Road,Suite 729,New Richard,AK,94161,US,,
Matthew,,Bentley,kellyrobert@example.com,True,,3386886731,,,3386886731,2020-05-06,2021-07-26,Lapsed,L,monthly,canceled_by_admin,,"No, but former union member",,,,Hispanic / Latinx,No,,Yes,446050,San Francisco,,ME_01,220 Perez Trafficway,Apt. 240,Cheyennefort,SC,94110,US,,
Andre,,Johnson,morganeric@example.net,,TRUE,(937)580-2784,,,(937)580-2784,2021-01-24,2024-10-29,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,Hispanic / Latinx,,,Yes,877891,San Francisco,,ME_01,6290 Perez Corner,Apt. 294,West Megan,MO,94123,US,,
Marco,,Rodriguez,ramosgary@example.com,,,(893)993-0403,,,(893)993-0403,2017-09-17,2019-08-28,Lapsed,L,monthly,past_due,canceled_by_user,"No, not a union member",,,,Asian,,,No,88061,San Francisco,,ME_02,1161 Hoffman Islands,Suite 301,Karatown,SC,94177,US,,
Carly,,Walker,jessicayoung@example.com,,,7277396933,,,7277396933,2017-08-25,2019-02-06,Lapsed,L,income-based,lapsed,canceled_by_user,Currently organizing my workplace,,,,Other,"Yes, college student",Hadley,Membership card only,310475,San Francisco,,ME_02,25744 Hernandez Divide,Suite 629,Jonesberg,WY,94126,US,,
Kim,,Tran,patricia02@example.org,,,,(398)982-4915,,(398)982-4915,2018-05-11,2020-04-10,Lapsed,L,yearly,past_due,never,"Yes, current union member",AFT,2023,,Other,"Yes, graduate student",BEAR CREEK ELEMENTARY SCHOOL,Yes,965638,San Francisco,,ME_02,9527 Shelton Mountain,Apt. 130,Melissaport,NH,94155,US,,
Corey,,Wilkerson,williamsvalerie@example.com,,,,434-585-8177,,434-585-8177,2021-08-06,2023-11-11,Member,M,yearly,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,Pacific Islander,"Yes, college student",LAWTON HS,No,714352,San Francisco,,ME_02,5048 Joseph Forge,Apt. 907,South Seanbury,TN,94123,US,,
Philip,,Landry,philip06@example.org,,,7628248513,7629916549,,7628248513,2022-08-09,2024-11-27,Member in Good Standing,M,monthly,canceled_by_admin,never,"No, not a union member",,,,Asian,"Yes, graduate student",Tisbury Elementary,No,319180,San Francisco,,ME_02,79101 Yu Islands,Suite 252,Castroburgh,NM,94111,US,,
Dean,,Marsh,cindygibbs@example.org,,,2502906230,,,2502906230,2017-08-02,2020-01-04,Lapsed,L,one-time,canceled_by_processor,canceled_by_admin,Currently organizing my workplace,,,,White / of European Descent,"Yes, graduate student",Atascadero Middle,Membership card only,471023,San Francisco,,ME_01,4307 John Rue,Suite 201,New Abigail,DE,94145,US,,
Joshua,,Washington,carlos82@example.com,,,591-763-3409,(311)976-2093,,591-763-3409,2020-07-27,2022-05-13,Lapsed,L,annual,canceled_by_admin,never,"Yes, retired union member",UFCW,5334,,Prefer Not to Say,"Yes, high school student",Moon Elementary School,No,420137,San Francisco,,ME_02,545 Alison Isle,Apt. 120,Brandonland,MH,94124,US,,
Katie,,Perez,colemanharold@example.net,,,778-216-2288,285-289-8058,,778-216-2288,2022-11-03,2024-10-30,Member in Good Standing,M,monthly,active,canceled_by_admin,"No, not a union member",,,,Hispanic / Latinx,"Yes, college student",Calera Elementary,Yes,410320,San Francisco,,ME_01,9603 Herbert Trace,Suite 303,Kennethport,PW,94127,US,,
Andrew,,Guerra,crystal06@example.org,,,,,,,2016-03-25,2099-11-01,Member in Good Standing,M,income-based,canceled_by_admin,canceled_by_admin,"Yes, retired union member",AFT,4559,,Other,,,Membership card only,784734,San Francisco,,ME_01,1138 Mark Well,Suite 646,Philipmouth,UT,94130,US,,
Jose,,Peterson,alan34@example.org,,TRUE,9404247126,(269)950-5686,,9404247126,2021-06-30,2024-06-05,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_failure,"Yes, current union member",NEA,5658,,Pacific Islander,"Yes, college student",Frederick Harris,Membership card only,10909,San Francisco,,ME_02,5717 Hansen Station,Suite 066,Port Jon,AS,94151,US,,
Mathew,Katie.,Lewis,nicole64@example.com,,,(556)265-5673,,,(556)265-5673,2021-02-14,2022-08-27,Lapsed,L,monthly,past_due,canceled_by_processor,Currently organizing my workplace,,,,Pacific Islander,,,Membership card only,80075,San Francisco,,ME_01,50882 Patton Glen,Apt. 229,Lake Christinastad,SC,94120,US,,
Ricardo,,Bullock,patriciafowler@example.org,,,,470-927-9736,,470-927-9736,2017-04-04,2018-07-11,Lapsed,L,monthly,past_due,canceled_by_admin,"Yes, retired union member",LIUNA,5056,,Other,No,,Membership card only,617256,San Francisco,,ME_01,8827 Williams Ramp,Suite 238,Lake Jennifer,SD,94104,US,,
Jeremy,Amanda.,Price,jamesmitchell@example.com,,,,,,,2020-07-25,2022-02-14,Lapsed,L,income-based,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, high school student",BLOOMFIELD MIDDLE SCHOOL,Yes,43896,San Francisco,,ME_01,66538 Lawrence Springs,Apt. 313,Lisaton,DC,94162,US,,
Rebecca,,Gonzales,fernando61@example.net,,TRUE,(306)475-9671,,,(306)475-9671,2017-01-27,2022-04-22,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,Native American / Indigenous,No,,Membership card only,95009,San Francisco,,ME_01,23309 Beck Cape,Suite 267,Browningtown,SD,94121,US,,
Joseph,,Nunez,sanchezdylan@example.org,,TRUE,,(940)422-6409,,(940)422-6409,2020-07-20,2022-05-26,Lapsed,L,annual,canceled_by_admin,canceled_by_failure,"Yes, retired union member",Teamsters,5737,,Other,"Yes, college student",Mexicayotl Academy,Membership card only,363023,San Francisco,,ME_01,01764 Walton Underpass,Suite 167,New Amandashire,CO,94171,US,,
James,,Molina,jordancunningham@example.net,,,500-254-5835,,,500-254-5835,2023-08-03,2025-04-05,Member in Good Standing,M,annual,canceled_by_failure,canceled_by_failure,"Yes, current union member",UAW,4806,,Black / of African Descent,No,,No,400120,San Francisco,,ME_01,73939 Charles Walk,Suite 982,Timothytown,WA,94106,US,,
Wesley,,Ross,burnettalyssa@example.com,,,843-326-1636,,,843-326-1636,2020-12-14,2022-07-06,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,Currently organizing my workplace,,,,White / of European Descent,No,,Membership card only,784648,San Francisco,,ME_02,14965 Amy Pass,Suite 900,Stevenberg,VT,94016,US,,
Jeffrey,,Leonard,deborah41@example.org,,TRUE,887-555-0886,(497)497-3798,,887-555-0886,2018-09-02,2020-07-07,Lapsed,L,one-time,lapsed,canceled_by_failure,"Yes, current union member",SEIU,5176,,Prefer Not to Say,"Yes, graduate student",Coebourn El Sch,No,511844,San Francisco,,ME_01,884 Jonathan Loaf,Suite 639,Jamesview,OK,94126,US,,
Jessica,,Williams,igould@example.net,,,(369)703-1754,,,(369)703-1754,2018-03-12,2023-11-12,Member,M,annual,canceled_by_processor,canceled_by_user,"No, not a union member",,,,Asian,No,,No,273971,San Francisco,,ME_01,2416 Amanda Valley,Suite 762,North Nicholebury,CT,94172,US,,
Briana,,Boyd,christopher03@example.net,,,2259282470,(747)508-8102,,2259282470,2023-01-14,2025-01-06,Member in Good Standing,M,one-time,active,never,"Yes, retired union member",UFCW,1530,,West Asian / Middle Eastern,,,Yes,826017,San Francisco,,ME_02,1696 Wendy Square,Suite 977,East Markburgh,DC,94188,US,,
Erin,,Ramos,gbradley@example.org,,,971-803-8154,(737)360-7004,,971-803-8154,2023-08-21,2025-01-13,Member in Good Standing,M,yearly,past_due,active,"No, not a union member",,,,Pacific Islander,,,Membership card only,914615,San Francisco,,ME_01,0659 Monica Radial,Suite 748,West Xavierbury,TN,94127,US,,
Michael,,Yang,epeterson@example.net,,,(298)532-4647,(516)726-2241,,(298)532-4647,2018-09-14,2020-03-28,Lapsed,L,income-based,canceled_by_processor,canceled_by_processor,Currently organizing my workplace,,,,Black / of African Descent,"Yes, college student",EMMA E SHERMAN ELEMENTARY SCHOOL,Yes,185138,San Francisco,,ME_02,571 Smith Dam,Apt. 358,Lake Maria,MA,94116,US,,
